LongV Short->,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
200,0.9912047701447136,0.9900585246497889,0.9899483087368155,0.9906206258059539,0.9899703519194102,0.992880052021911,0.9949190464119211,0.9942026429775931,0.993695649777915,0.9983577828966947,0.998148372662045,0.9976634226449616,1.0049707376751056,1.0053234285966208,1.0000881727303788,1.0010139863993563,1.0019618432509287,1.0128732186353067,1.0039126649105599,0.9831700300889442,1.011065677662541,1.006425587726356,1.009059748046423,1.0170504017370028,1.0148350618862352,1.021448016664646,1.0202356416219374,1.0128070890875225,1.0316209454321015,1.0249749258797987,1.0266502077569961,1.0213488223429699,1.0236853996980084,1.0238617451587662,1.028435705547167,1.026617142983104,1.0129724129569828,1.0128732186353067,1.0256362213576398,1.0123992902095205,1.0201364473002614,1.0033395421630975,1.005235255866242,1.0124984845311966,1.008751143490097,1.0081559775600402,1.009555719654804,1.0114955197231377,1.0114955197231377,1.0109113753843781,1.0101508855848609,0.9953709316551125,0.9954591043854913,0.9971564294452834,1.0064806956828427,1.013071607278659,0.9949961975510024,0.9946765714033793,0.9972446021756621,0.9971454078539861,1.0108342242452966,1.0183509495100904,1.010095777628374,1.0135455357044452,1.0135565572957423,1.0072522070736574,1.0060067672570567,0.9940262975168356,1.0135455357044452,1.0136777948000133,0.9885926530072413,0.9886918473289174,0.9927037065611534,1.010095777628374,1.0093573310114514,1.0093683526027488,1.010128842402266,0.9850988085659808,0.9846799880966814,1.0039457296844518,0.9993938124786457,1.006458652500248,0.9889784087026485,0.9993276829308617,0.9940483406994302,0.9980381567490715,0.9983026749402079,0.9921195622223937,1.0123331606617365,1.0039677728670466,1.0038465353627757,1.003350563754395,0.9951284566465707,1.0152759255381292,0.9974429908190146,0.9955252339332753,0.9941254918385117,0.9941695782037011,0.9947206577685687,0.9942246861601879
199,0.9914582667445526,0.9904553019364937,0.990278956475736,0.9903340644322227,0.9881297461727524,0.9906867553537381,0.9900364814671943,0.995073348690084,0.9945332907165138,0.9940262975168356,0.9981593942533423,0.9982255238011265,1.004419658110238,1.0053124070053234,1.0056540763355415,1.0004188204692994,1.01781089153652,1.0083213014295005,1.0130826288699561,0.9764909457627493,1.0183178847361982,1.0109113753843781,1.006833386604358,1.0168960994588399,1.0173920710672208,1.014515435738612,1.021789685994864,1.0280389282604623,1.0253165952100165,1.0336158534569222,1.0253165952100165,1.0192436984051758,1.021690491673188,1.0240050258456317,1.024203414488984,1.0287773748773847,1.0206213973173448,1.0134132766088768,1.0133140822872007,1.0260881066008312,1.0128511754527119,1.020478116630479,1.0120906856531946,1.0055659036051625,1.012630743626765,1.0089605537247468,1.0084866252989606,1.0098863673937244,1.0118371890533555,1.0176896540322493,1.0112420231232986,1.0103933605934026,0.9957015793940329,0.9953378668812204,0.9977626169666377,1.0068113434217634,1.019717626830962,0.9953268452899231,0.9950072191422998,0.9975752499145828,1.0034607796673685,1.0110436344799463,1.0035820171716392,1.010437446958592,1.013887205034663,1.0076048979951726,1.007582854812578,1.0063374149959772,0.9942136645688905,1.013887205034663,1.0140194641302311,0.9940152759255382,0.9890335166591353,0.9930343543000739,1.0093683526027488,1.0093793741940462,1.009500611698317,1.0077592002733355,1.0133140822872007,0.9846910096879787,0.9946765714033793,1.0022704478072544,1.0040339024148308,0.9999118272696212,0.9996583306697822,0.9943789884383508,0.9922959076831515,0.9984569772183708,0.9922738645005565,0.993100483847858,0.9960542703155483,1.0041882046929937,1.0036812114933154,0.9951835646030575,0.9957126009853303,0.997773638557935,0.9958558816721959,0.9948859816380289,0.9944892043513243
198,1.0133691902436874,0.9917778928921759,0.9908961655883877,0.9906096042146565,0.9906757337624407,0.9886036745985386,0.9913370292402818,0.9904773451190884,1.0002755397824339,0.9948970032293263,0.9992284886091855,0.9989198840528597,0.9984349340357761,1.0046621331187797,1.0057532706572174,0.9820348061853171,1.001785497790171,1.0023035125811466,1.009092812820315,0.980304416351633,1.0028105057808248,1.0187587483880924,1.0048495001708349,1.0086850139423131,1.0173479847020312,1.0171826608325711,1.017932129040791,1.0238617451587662,1.0297693180941465,1.025768480453208,1.0251512713405562,1.025768480453208,1.0233327087764932,1.022131355325082,1.0246663213234728,1.0212165632474017,1.028248338495112,1.0203017711697215,1.013765967530392,1.0264848838875358,1.013512470930553,1.0124433765747098,1.021040217786644,1.0123331606617365,1.0134022550175796,1.0123331606617365,1.0094124389679382,1.0092360935071807,1.012388268618223,1.0122780527052497,1.0117159515490848,1.017237768789058,1.010845245836594,0.9961424430459269,0.9963518532805767,1.0072632286649548,1.0072632286649548,1.0200482745698825,0.9956574930288435,0.9954480827941938,0.9980161135664768,1.0039016433192625,1.019409022274636,1.0039787944583438,0.9987986465485887,1.014328068686557,1.0080457616470666,1.0033285205718003,1.0066680627348978,0.9946545282207846,1.0143390902778544,1.0144713493734228,0.9944451179861349,0.99554727711587,0.9934641963606706,1.009809216254643,1.0098202378459402,1.0099304537589138,1.0081118911948508,1.013765967530392,0.9934201099954812,0.9953158236986256,1.0027223330504458,1.0044747660667248,1.0003637125128126,1.0000991943216762,0.9948198520902448,0.9927367713350455,0.9988978408702649,0.9925934906481799,0.9935413474997521,0.9964951339674423,0.996484112376145,0.9959881407677641,0.9954480827941938,0.9961644862285218,0.9979499840186927,0.9960542703155483
197,1.0145485005125041,1.013071607278659,0.9917448281182838,0.9906096042146565,0.990653690579846,0.9878542063903186,0.9880966813988604,0.9907859496754142,0.9952827589247336,0.9996252658958902,0.9947867873163528,0.9986994522269126,0.9985671931313443,0.998115307888153,1.0052242342749447,0.9806681288644455,0.9820458277766144,1.0182517551884143,1.0023916853115253,1.007086883204197,0.9952496941508415,1.0174582006150048,1.0180092801798724,1.0185383165621453,1.0159482426072677,1.0173259415194367,1.014890169842722,1.0221093121424871,1.0255260054446662,1.029659102181173,1.0251182065666642,1.0251071849753668,1.0343543000738447,1.0220211394121084,1.0249087963320145,1.0245561054104992,1.0281491441734358,1.0279838203039755,1.0202025768480454,1.0136557516174187,1.026429775931049,1.0131818231916325,1.0163119551200803,1.0118592322359503,1.012222944748763,1.0129613913656854,1.0123331606617365,1.00890544576826,1.00278846259823,1.0122780527052497,1.0180203017711698,1.0115947140448138,1.0107350299236204,1.0107350299236204,0.9960322271329536,0.9982365453924239,0.9980932647055583,1.0071530127519812,1.0199270370656115,1.0199270370656115,0.9952166293769495,1.0039016433192625,1.003791427406289,1.019188590448689,1.0038685785453705,0.9986884306356152,1.0076048979951726,1.0142288743648809,1.0032183046588268,1.0065578468219243,1.0145264573299093,1.0142178527735835,1.0143611334604492,0.9943459236644587,0.9954370612028964,0.9987876249572915,1.0096990003416695,1.0097100219329667,1.0098202378459402,1.0081118911948508,0.9857490824525246,0.9850216574268994,1.0065358036393295,1.0026121171374722,1.0043645501537513,0.9895294882675161,0.9892208837111902,0.9902018053366545,0.9925163395090983,0.992472253143909,1.0163450198939723,1.0127078947658463,1.0087952298552865,1.0086850139423131,1.0083874309772844,0.993387045221589,1.0103492742282132
196,1.0153751198598053,1.0148791482514246,1.013292039104606,0.9910063815013612,0.9906206258059539,0.9906647121711434,0.9882840484509153,0.9890776030243247,0.9909953599100638,1.0006943602517333,0.9950843702813813,0.9950072191422998,0.9989198840528597,0.9985451499487497,1.0047723490317533,1.0054446661008918,0.9809877550120687,0.9822662596025615,1.0025239444070937,1.0025459875896883,1.0027664194156354,1.0021381887116863,1.0176676108496545,1.0182297120058195,1.012884240226604,1.0176235244844651,1.0175463733453838,1.0175133085714916,1.0223407655597316,1.0236523349241164,1.0298905555984172,1.0254157895316927,1.0351478546472541,1.0277633884780286,1.0222415712380555,1.0247765372364461,1.0247765372364461,1.0283805975906801,1.028060971443057,1.0214259734820514,1.0138761834433656,1.0266612293482933,1.0134022550175796,1.0165323869460272,1.0151987743990478,1.006238220674301,1.0131818231916325,1.0125646140789808,1.0093242662375594,1.0104484685498893,1.0124984845311966,1.0182517551884143,1.011407346992759,1.0109554617495675,1.0109554617495675,0.9962526589589005,1.0075167252647939,1.0073844661692255,1.0073734445779283,1.020158490482856,0.9957677089418171,0.998556171540047,1.0040228808235334,1.0040228808235334,1.0115175629057325,1.0191996120399864,0.9989088624615623,1.0079575889166879,1.0079575889166879,1.0034387364847737,1.0067782786478712,1.0147689323384512,1.0144493061908277,1.014581565286396,0.9945553338991084,0.9949961975510024,0.9935523690910495,1.0099194321676164,1.0100516912631845,1.010250079906537,1.0082331286991215,0.9859695142784717,0.9852420892528463,0.9951284566465707,1.00557692519646,1.0073403798040361,1.0004739284257862,0.9939381247864567,0.9949300680032184,0.9927367713350455,0.992692684969856,0.9928139224741268,0.9936515634127255,0.9966053498804158,0.9965943282891184,0.9960983566807377
195,1.0161025448854306,1.0156727028248338,1.013765967530392,1.0132589743307139,0.9919873031268255,0.9910284246839559,0.9883611995899969,0.9886257177811333,0.9894743803110294,0.9907969712667116,1.0008817273037882,0.9954150180203019,0.9948859816380289,0.9991954238352935,0.9987545601833993,1.0058524649788938,0.9809767334207713,0.9826630368892662,0.9831810516802416,1.0031521751110426,0.9940483406994302,0.9980381567490715,1.0025349659983909,1.0187036404316054,1.019188590448689,1.0141076368606101,1.0178770210843042,1.0202907495784241,1.017932129040791,1.0248206236016357,1.0283695759993827,1.0276752157476496,1.0257905236358027,1.0350045739603886,1.0202025768480454,1.0228698019420044,1.0251953577057455,1.0242144360802814,1.0287994180599795,1.0284908135036537,1.0218447939513509,1.014295003912665,1.0270800498175927,1.0138210754868788,1.0172157256064631,1.0156065732770498,1.0063263934046798,1.0059406377092726,1.012950369774388,1.009842281028535,1.0108562674278914,1.0122670311139523,1.0122670311139523,1.011815145870761,1.0113742822188667,1.00686645137825,0.996958040801931,1.007935545734093,1.0077922650472275,1.008144955968743,1.0205773109521554,0.9961755078198191,1.0049707376751056,1.0044306797015354,1.0045298740232116,1.0119584265576265,1.0196184325092859,0.9993166613395643,1.0083653877946899,1.0083653877946899,1.003604060354234,1.0068774729695473,1.0151767312164532,1.0148571050688298,1.0150003857556955,0.9949631327771105,0.9899813735107076,0.9939601679690515,1.0103492742282132,1.010470511732484,1.0106689003758362,1.0086409275771235,0.9863662915651763,0.9853412835745226,1.0018736705205498,1.0059957456657593,1.0077592002733355,0.9902569132931414,1.0015540443729267,0.9908190144493063,0.9931445702130475,0.9930894622565606,0.9932217213521288,0.9940593622907276,0.9970131487584178
194,1.0143390902778544,1.015992328972457,1.0151877528077504,1.013479406156661,1.0131487584177403,0.9917007417530943,0.9883611995899969,0.9884493723203758,0.9885155018681597,0.9892649700763797,0.9906867553537381,1.0002314534172445,0.9947757657250555,0.9980712215229635,0.9988757976876702,0.9987545601833993,0.9918330008486625,0.9812853379770973,1.0178329347191148,0.9828614255326185,1.0016422171033055,0.9895294882675161,1.0134683845653636,1.0191224609009049,1.0185383165621453,1.020411987082695,1.0164772789895407,1.017116531284787,1.0195302597789069,1.0199931666133957,1.023949917889145,1.0282593600864094,1.0275539782433787,1.0256692861315317,1.0348833364561176,1.0237405076544952,1.0227485644377337,1.0250851417927722,1.0290529146598186,1.0285569430514379,1.0205001598130738,1.0217345780383773,1.0269037043568352,1.0269588123133218,1.012763002722333,1.0171055096934896,1.0154963573640763,1.0062161774917064,1.0128621970440093,1.0059075729353804,1.0097320651155615,1.0107460515149178,1.0121568152009788,1.0120686424706,1.0121237504270866,1.011253044714596,1.0067562354652766,0.9963959396457661,1.0078253298211195,1.007682049134254,1.0142619391387728,1.0204560734478845,0.9958558816721959,1.004860521762132,1.0043204637885619,1.004419658110238,1.0043314853798593,1.0111979367581092,0.9992064454265908,1.008056783238364,1.0082551718817163,1.0034938444412604,1.006767257056574,1.0150665153034797,1.0147468891558564,1.0148791482514246,0.9948529168641369,0.989871157597734,0.993849952056078,1.0105476628715655,1.01056970605416,1.010558684462863,1.008839316220476,0.986046665417553,0.9915023531097421,1.0017634546075762,1.0058855297527858,1.0080347400557694,0.9901466973801678,0.9907087985363328,0.9907087985363328,0.9930343543000739,0.9929792463435873,1.0168740562762453
193,1.0016752818771975,1.0145595221038013,1.015992328972457,1.0151877528077504,1.0136006436609317,1.0131487584177403,0.9913921371967686,0.9929572031609925,0.9884714155029704,0.9892759916676771,0.9892980348502718,0.9906867553537381,0.998997035191941,0.9947757657250555,0.9975532067319881,0.998997035191941,1.0062933286307878,0.9918330008486625,0.9812853379770973,0.9830598141759709,1.0024137284941201,1.0036261035368288,0.998523106766155,1.0134573629740662,1.0173920710672208,1.0185383165621453,1.0011572670862219,1.0164772789895407,1.0200923609350718,1.0193649359094468,1.0242805656280656,1.023949917889145,1.0273666111913238,1.0275539782433787,1.025173314523151,1.0346188182649811,1.0227485644377337,1.0227485644377337,1.0241152417586052,1.0286781805557088,1.0284467271384643,1.0206213973173448,1.0217345780383773,1.0269588123133218,1.013920269808555,1.013887205034663,1.0156727028248338,1.0039126649105599,1.0062161774917064,1.0128401538614147,1.0131487584177403,1.0098533026198324,1.012476441348602,1.0121568152009788,1.0120686424706,1.0109444401582701,1.011253044714596,1.0070758616128999,1.0067011275087898,1.0077922650472275,1.007682049134254,1.0142619391387728,1.0246773429147702,1.0050589104054843,1.004860521762132,1.0043204637885619,1.004419658110238,1.0043314853798593,0.9992064454265908,0.9993056397482668,1.0082551718817163,1.0082551718817163,1.0034938444412604,1.006767257056574,1.0150665153034797,1.0147468891558564,1.0148791482514246,0.9897499200934632,0.989871157597734,0.993849952056078,1.0102390583152396,1.01056970605416,1.010558684462863,1.008310279838203,0.9922297781353673,0.9915023531097421,1.0017634546075762,1.0058855297527858,1.0080347400557694,0.9900364814671943,0.9907087985363328,0.9907087985363328,0.9931445702130475
192,1.0018075409727658,0.9944781827600269,1.0161025448854306,1.0157608755552128,1.013765967530392,1.0136888163913107,1.0133691902436874,0.9930123111174792,0.9930674190739659,0.9886257177811333,0.9893862075806505,0.989496423493624,0.9911165974143348,0.99425775093408,0.994764744133758,0.9993166613395643,0.9988647760963728,1.0058745081614884,1.0054336445095944,0.9882289404944287,1.001785497790171,1.0012785045904928,0.9975532067319881,1.0148130187036406,1.0129834345482802,0.9923840804135301,1.0007715113908147,1.0026562035026618,1.0189130506662554,1.0202025768480454,1.0215251678037276,1.023916853115253,1.022417916698813,1.0274768271042973,1.02188888031654,1.0252835304361245,1.0347290341779547,1.0228698019420044,1.0225281326117865,1.0307061533544213,1.0287994180599795,1.0285348998688433,1.0218337723600535,1.0218447939513509,1.012630743626765,1.0137218811652027,1.0136116652522291,1.0153640982685082,1.0152869471294266,1.013071607278659,1.0132810175133087,1.0132589743307139,1.0099635185328057,1.0124874629398992,1.0121788583835736,1.0121788583835736,1.0110546560712437,1.0113742822188667,0.996958040801931,1.0074065093518203,1.0078804377776065,1.0077922650472275,1.0143831766430438,0.9961755078198191,1.005169126318458,1.0049707376751056,1.0200923609350718,1.0227265212551389,1.0119584265576265,0.9993166613395643,1.0147468891558564,1.0083653877946899,1.0083653877946899,1.0081008696035534,1.0068774729695473,1.0151767312164532,1.0148571050688298,1.0149893641643981,0.9961203998633323,0.9962416373676032,1.0002424750085417,1.0169512074153269,0.9972225589930674,0.9970021271671204,0.9890665814330274,0.9904442803451963,0.9916125690227157,1.0006061875213543,1.0059957456657593,1.0080347400557694,0.9901466973801678,1.0014438284599532
191,1.0025459875896883,1.0018075409727658,0.9941254918385117,1.0161025448854306,1.0154632925901843,1.013699837982608,1.0136888163913107,0.998997035191941,0.9931776349869395,0.9929682247522897,0.9892980348502718,0.9893751859893531,0.9906977769450354,0.9912047701447136,0.9942797941166747,0.994544312307811,0.9993166613395643,0.9853633267571172,0.9919432167616361,1.0162017392071068,0.9831700300889442,0.9827622312109423,0.9948088304989475,1.002380663720228,1.0136116652522291,1.0019618432509287,1.0206544620912368,1.0205222029956684,1.021910923499135,1.0189130506662554,1.0202025768480454,1.022351787151029,1.023916853115253,1.0278515612084074,1.0323593920490242,1.02263834852476,1.0252725088448271,1.0349384444126044,1.0228698019420044,1.0215582325776196,1.0242254576715786,1.0287002237383034,1.0285348998688433,1.0218447939513509,1.0218447939513509,1.0270800498175927,1.0148571050688298,1.0136116652522291,1.0150444721208849,1.0040228808235334,1.0059185945266778,1.0061390263526249,1.0132589743307139,1.010437446958592,1.0124874629398992,1.0123000958878443,1.0125756356702782,1.0110546560712437,1.0116828867751926,0.996958040801931,1.0074065093518203,1.0078804377776065,1.0077922650472275,1.0205773109521554,1.0054887524660812,1.005169126318458,1.0049707376751056,1.0044306797015354,0.999559136348106,1.0044417012928328,0.9993166613395643,1.008244150290419,1.0083653877946899,1.008343344612095,1.003604060354234,1.0068774729695473,1.0151767312164532,1.0149673209818033,1.0143060255039622,0.9898601360064366,0.9899813735107076,0.9939601679690515,1.010878310610486,1.0106799219671336,1.0107791162888098,0.9890665814330274,0.9845918153663027,0.9857490824525246,1.0018736705205498,0.9839635846623536,1.0053785365531076
